document_id sentence_id sentence
86 1222 " पांडे ने बताया कि भारतीय दंड संहिता ( आईपीसी ) की धारा ४२० ( धोखाधड़ी ) , ४६८ , धारा ४७० ( फर्जी दस्तावेज ) और ४७१ ( फर्जी दस्तावेज का सही दस्तावेज के रूप में इस्तेमाल ) समेत विभिन्न धाराओं के तहत उन लोगों के खिलाफ प्राथमिकी दर्ज की गई है ।"
86 1223 " उन्होंने यह भी बताया कि प्रारंभिक जांच में यह बात सामने आई है कि शहाबुद्दीन खुद एलएलबी की परीक्षा देने नहीं आए थे , बल्कि एडमिट कार्ड , अटेनडेंस शीट व अन्य फर्जी दस्तावेजों के आधार पर उनके बदले किसी और ने उनकी कॉपी लिखी ।"
86 1224 " उल्लेखनीय है कि सिवान के पुलिस प्रमुख के रूप में शहाबुद्दीन के खिलाफ '1 अभियान '2 शुरू करने वाले रतन संजय इस मामले की जांच कर रहे हैं ।"
86 1225 " रतन संजय इस समय मुजफ्फरपुर के एसपी हैं ।"
86 1226 " बहरहाल , पांडे ने कहा कि यह बिल्कुल ही असंभव बात है कि शहाबुद्दीन जैसा व्यक्ति आए , परीक्षा दे , आसानी से चला जाए और कोई उसे पहचान भी न सके ।"
86 1227 " उन्होंने कहा कि इस पूरे प्रकरण की समग्र जांच की जा रही है ।"
87 1228 " सीबीआई ने आज कहा कि वह अंडरवर्ल्ड सरगना अबू सलेम की प्रेमिका और बॉलीवुड की पूर्व अभिनेत्री मोनिका बेदी के पुर्तगाल से प्रत्यर्पण के लिए दबाव डालेगी ताकि उसके खिलाफ फर्जी पासपोर्ट के मामले में मुकदमा चलाया जा सके ।"
87 1229 " सीबीआई सूत्रों के मुताबिक जांच एजेंसी प्रधानमंत्री की स्वदेश वापसी के बाद मोनिका बेदी के पत्र का जवाब देगी ।"
87 1230 " गौरतलब है कि मोनिका ने प्रधानमंत्री को पत्र भेजकर क्षमा याचना की है ।"
87 1231 " यह सीबीआई निदेशक को भेजा गया है ।"
87 1232 " सूत्रों के मुताबिक मोनिका को क्षमा करना पूरी तरह से सरकार पर निर्भर है ।"
87 1233 " अब तक की जांच से पता चला है कि मोनिका ने साना कमाल मलिक के नाम पर हैदराबाद से फर्जी पासपोर्ट हासिल किया था ।"
87 1234 " इसी पासपोर्ट के जरिये वह अबू सलेम के साथ भारत से भाग निकली थी ।"
87 1235 " उसे अच्छी तरह से पता था कि यह अपराध है ।"
87 1236 " मोनिका पर भारतीय दंड संहिता और पासपोर्ट अधिनियिम की विभिन्न धाराओं के तहत मुकदमा चलाया जाएगा ।"
87 1237 " सूत्रों ने बताया कि सीबीआई ने मोनिका बेदी की आशंकाओं को खारिज करते हुए कहा है कि उसके खिलाफ १९९३ के मुंबई बमकांड को लेकर कोई मामला नहीं चलाया जाएगा ।"
87 1238 " लेकिन इस मामले में अबू सलेम पर मुकदमा चलेगा ।"
87 1239 " फर्जी पासपोर्ट के जरिये पुर्तगाल में दो साल की सजा काटने के बाद मोनिका को लिस्बन में हिरासत में रखा गया है ।"
87 1240 " हाईकोर्ट के , उसे भारत प्रत्यर्पित किए जाने के आदेश को उसने चुनौती दी है ।"
87 1241 " उसकी अपील अभी सुप्रीम कोर्ट में लंबित है ।"
88 1242 " नेपाल सरकार ने समर्पण करने वाले माओवादी उग्रवादियों की बड़ी संख्या को देखते हुए आत्मसमर्पण की अवधि बढ़ा दी है ।"
88 1243 " सरकार ने आत्मसमर्पण की अवधि बढ़ाकर अक्तूबर के दूसरे हफ्ते तक कर दी है ।"
88 1244 " इससे ज्यादा से ज्यादा उग्रवादी सुरक्षाबलों के सामने आत्मसमर्पण कर सकेंगे ।"
88 1245 " इस बात की जानकारी नेपाल के गृह मंत्रालय की ओर से दी गई है ।"
88 1246 " पिछले साल सरकार द्वारा आत्मसमर्पण करने वाले माओवादी उग्रवादियों को आम माफी दिए जाने की घोषणा के बाद से १०६१ उग्रवादियों ने स्थानीय प्रशासन व सुरक्षाबलों के सामने हथियार डाले हैं ।"
88 1247 " इसके लिए माओवादियों को उग्रवादी गतिविधियों को छोड़कर राष्ट्र की मुख्यधारा से जुड़ने की शर्त रखी गई है ।"
88 1248 " नेपाल में १९९६ से जारी माओवादी हिंसा में १०,००० से ज्यादा लोग मारे जा चुके हैं ।"
89 1249 " सिर से जुड़ी जुड़वां बहनों - सबा और फराह - की मां राबिया खातून को डॉक्टरों और अल्लाह पर भरोसा है ।"
89 1250 " एक ओर जहां दिल्ली में उनकी ये दोनों बेटियां अपने अनिश्चित भविष्य का सामना कर रही हैं , वहीं राबिया खातून अल्लाह से इन दोनों बेटियों के लिए दुआएं मांग रही हैं ।"
89 1251 " १० वर्षीया सबा और फराह की मां राबिया ने कहा कि अगर डॉक्टर कह रहे हैं कि इन दोनों को अलग किया जा सकता है तो उनकी बात को कैसे काटा जा सकता है ।"
89 1252 " अमेरिका के जाने - माने न्यूरो सर्जन बेंजामिन कार्सन ने यह बयान देकर कि इन दोनों बच्चियों को ऑपरेशन के जरिए अलग किया जा सकता है , राबिया की उम्मीदें और बढ़ा दी हैं ।"
89 1253 " सोमवार को इन दोनों लड़कियों की एंजियोग्राफी रिपोर्ट को राबिया सुखद खबर मानती है ।"
89 1254 " उन्होंने कहा कि एंजियोग्राफी रिपोर्ट हमारे लिए रमजान से पहले अल्लाह का उपहार बनकर आई है ।"
89 1255 " अगर सब कुछ ठीक - ठाक रहा तो मैं सबा और फराह को इस त्रासद जिंदगी से मुक्त होते देख सकती हूं ।"
89 1256 " राबिया के पति पटना रेलवे स्टेशन के पास दुकान चलाते हैं ।"
89 1257 " राबिया ने कहा कि हम अल्लाह से दुआ करते हैं कि ऑपरेशन सफल हो ।"
89 1258 " सब कुछ अल्लाह की मर्जी पर ही निर्भर करता है ।"
89 1259 " राबिया अबूधाबी के युवराज शेख मोहम्मद बिन ज़येद अल नह्यन के प्रति अपना आभार प्रकट करते थकती नहीं ।"
89 1260 " उन्होंने कहा कि अगर अमेरिकी डॉक्टर सबा और फराह को अलग करने में सफल होते हैं तो इसका सबसे अधिक श्रेय अल नह्यन को जाएगा ।"
89 1261 " मेरी आर्थिक स्थिति ऐसी नहीं है कि इस जटिल ऑपरेशन पर लाखों रुपये खर्च कर सकूं ।"
89 1262 " अगर अल नह्यन ऑपरेशन का खर्च वहन करने के लिए आगे नहीं आते तो हम इन दोनों बहनों का इलाज कैसे करा सकते थे ।"
89 1263 " उन्होंने कहा कि यह भी चमत्कार से कम नहीं है कि यहां से हजारों किलोमीटर दूर रह रहे नह्यन को मेरी इन दोनों बेटियों की तकलीफ का अहसास हो गया ।"
89 1264 " मुझे उम्मीद है कि एक दिन इन दोनों की जिंदगी में चमत्कार होगा और दोनों शारीरिक रूप से एक - दूसरे से जुदा हो जाएंगी ।"
90 1265 " हरियाली और प्राकृतिक सौंदर्य से भरपूर यह द्वीप समूह सुनामी लहरों से हुई तबाही का मूक गवाह बनकर रह गया है ।"
90 1266 " इस प्रलय में जीवित बच गए लोगों को बार - बार आने वाले भूकंप के झटके सिहरा जाते हैं ।"
90 1267 " समुद्री तूफान में सब कुछ गंवाने के बाद अब उन्हें नए सिरे से जिंदगी शुरू करनी है ।"
90 1268 " इसके लिए उन्हें मदद की जरूरत है और प्रधानमंत्री मनमोहन सिंह उन्हें यही भरोसा देकर गए हैं ।"
90 1269 " प्रधानमंत्री का बेहद व्यस्त कार्यक्रम था ।"
90 1270 " वे शनिवार की सुबह ही चेन्नई से पोर्ट ब्लेयर रवाना हो गए थे ।"
90 1271 " उनके अधिकारियों को संदेश स्पष्ट था कि पीएम सुनामी से हुई तबाही का पूरा ब्योरा जानना चाहते हैं ।"
90 1272 " इससे भी महत्वपूर्ण बात यह थी कि वह पीड़ितों से उनकी समस्याएं और सरकार से उनकी अपेक्षाओं के बारे में सुनना चाहते थे ।"
90 1273 " लिहाजा वह अधिक से अधिक राहत शिविरों का दौरा करना चाहते थे ।"
90 1274 " कार निकोबार एयर बेस पर विमान के उतरते ही रनवे से सटे टेंटों की लंबी कतार नजर आती है ।"
90 1275 " ये सेना के जवानों के अस्थायी निवास हैं ।"
90 1276 " रनवे के एक किनारे अब भी मलबे का ढेर पड़ा है ।"
90 1277 " फिलहाल इस एयर बेस से अभी एएन - ३२ और अन्य छोटे विमान ही उड़ान भर सकते हैं ।"
90 1278 " पास ही में वायुसेना के अधिकारियों का आवासीय परिसर था , जो अब खंडहर जैसा नजर आता है ।"
90 1279 " २६ दिसंबर की याद करते हुए एक अधिकारी बताता है कि उस दिन चमकदार धूप खिली थी ।"
90 1280 " अधिकारी तट के किनारे जागिंग करने या खेलने में मशगूल थे ।"
90 1281 " इस बीच लहरें उठी और पहले कहीं ज्यादा आगे तक आई और बाद में वापस चली गई ।"
90 1282 " इसके बाद समुद्र शांत दिखा , इसलिए किसी ने ध्यान नहीं दिया ।"
90 1283 " अधिकारी ने बताया कि कुछ ही मिनट बाद गर्जना करती लहरें लौटने लगी और उनकी ऊंचाई बढ़ने लगी ।"
90 1284 " हमने सतर्कता बरतनी चाही , लेकिन यह सब कुछ इतनी तेजी से हुआ कि बचाव के लिए हमें मौका ही नहीं मिला ।"
90 1285 " सुनामी से तबाह हुए दो मकानों को देखकर ऐसा लगता है कि जैसे उनकी पहली मंजिल को सफाई से काटकर जमीन पर रख दिया गया हो ।"
90 1286 " बहुत से वायुसैनिक और उनके परिवार के सदस्य लापता लोगों की सूची में हैं और उनकी तलाश की जा रही है ।"
90 1287 " पिछले कुछ दिनों में २१ लोगों को खोज निकाला गया है ।"
90 1288 " लिहाजा यह भी उम्मीद बंधी है कि कुछ लोग अभी घने जंगलों में फंसे होंगे ।"
90 1289 " प्रधानमंत्री ने सेना की जमकर सराहना की ।"
90 1290 " हवाई अड्डे पर कतारबद्ध खड़े सैनिकों से प्रधानमंत्री ने कहा कि देश को आप पर गर्व है ।"
90 1291 " राहत कैंप की ओर रवाना होते समय मनमोहन सिंह को पता चला कि पूरा मलक्का गांव सुनामी की भेंट चढ़ गया ।"
90 1292 " तूफान में बच गए लोगों के घावों पर मरहम लगाते हुए प्रधानमंत्री ने कहा कि दुख की इस घड़ी में पूरा देश आपके साथ है ।"
90 1293 " उन्होंने यह भी आश्वासन दिया कि उनके पुनर्वास में हर संभव मदद दी जाएगी ।"
90 1294 " उन्होंने कहा कि सुनामी में मारे गए लोगों के परिजनों को प्रधानमंत्री राहत कोष से एक लाख रुपये की मदद दी जाएगी ।"
90 1295 " प्रधानमंत्री घने जंगलों में बसे कंकणा गांव भी गए और यहां के आदिवासियों को मदद का भरोसा दिलाया ।"
90 1296 " कई स्थानों पर पीएम ने मौके पर ही अस्थायी बसेरे बनाने तथा राशन , पीने के पानी और दवाइयों की आपूर्ति के निर्देश दिए ।"
90 1297 " मनमोहन सिंह ने ११ घंटे के व्यस्त कार्यक्रम में तूफान प्रभावित कैंपेल बे का दौरा किया ।"
90 1298 " उत्तरांचल से आई अध्यापिका कुसुम ने उन्हें बताया कि उचित चिकित्सा व्यवस्था न होने से एक गर्भवती महिला को कितनी दिक्कतें पेश आई ।"
90 1299 " यहां बहुत से लोग पंजाब से आकर भी बसे हैं ।"
90 1300 " इसमें पूर्व सैनिकों की संख्या ज्यादा है ।"
90 1301 " उन्होंने बताया कि पिछले ३५ सालों में उन्होंने जो कुछ बनाया था , सब कुछ तूफान की भेंट चढ़ गया ।"
90 1302 " आंखों में आंसू लिए परमजीत कौर हाथ जोड़कर प्रधानमंत्री से अपने परिवार को पंजाब में बसाने का निवेदन करती हैं ।"
90 1303 " वह अब यहां नहीं ठहरना चाहती ।"
90 1304 " पीड़ितों की दशा देखकर भावुक हो उठे सिंह ने कहा कि जो कुछ भी संभव है हम करेंगे ।"
90 1305 " आप उम्मीद न खोएं ।"
184 1306 " अभिनेत्री प्रियंका चोपड़ा के पिता अशोक चोपड़ा के स्वास्थ्य में अब काफी सुधार है ।"
184 1307 " कैंसर पीड़ित चोपड़ा को पिछले दिनों मुंबई के लीलावती अस्पताल में भर्ती कराया गया था ।"
184 1308 " उनकी बीमारी से प्रियंका की शूटिंग भी प्रभावित हो रही थी ।"
184 1309 " प्रियंका के सेक्रेटरी चाँद मिश्रा के अनुसार सितंबर में अमेरिका में आयोजित प्रियंका के शो के दौरान अशोक चोपड़ा भी फाईनल चेकअप के लिए वहाँ जा सकते हैं ।"
184 1310 " इसी १९ अगस्त को प्रियंका की फिल्म ' बरसात ' रिलीज़ होने वाली है ।"
184 1311 " इसके अलावा वह ' कृश ' , ' ब्लफ मास्टर ' और ' गॉड तुसी ग्रेट हो ' आदि फिल्मों में भी काम कर रही हैं ।"
184 1312 " हाल ही में उन्होंने फिल्म ' डॉन ' की रीमेक की जा रही इसी नाम की फिल्म साइन की है ।"
184 1313 " फरहान अख्तर निर्देशित इस फिल्म में प्रियंका ज़ीनत अमान वाली भूमिका निभाएँगी ।"
185 1314 " आंध्रप्रदेश सरकार ने बात - चीत के लिए बुधवार को नक्सलियों के खिलाफ संघर्ष विराम की घोषणा की है ।"
185 1315 " राज्य के गृह मंत्री के. जानारेड्डी ने एक प्रेस काँफ्रेंस में तीन महीने के लिए संघर्ष विराम की घोषणा की ।"
185 1316 " मंगलवार को नक्सली संगठन पीपुल्स वार ग्रुप ने संघर्ष विराम , इसके लागू होने पर पड़ने वाले प्रभाव का अध्ययन करने के लिए कमेटी बनाने और इसके प्रतिनिधियों को वार्ता में भाग लेने के लिए सुरक्षा देने की माँग की थी ।"
186 1317 " पाकिस्तान में आयोजित होने वाले दो दिवसीय सार्क विदेश मंत्रियों के सम्मेलन में हिस्सा लेने के लिए भारतीय विदेश मंत्री के. नटवर सिंह सोमवार को एक विशेष विमान से इस्लामाबाद के लिए रवाना होंगे ।"
186 1318 " संभावना जताई जा रही है कि वह पाकिस्तान में पाँच दिन रहेंगे और इस दौरान वह राष्ट्रपति परवेज़ मुशर्रफ से दो बार मुलाक़ात कर सकते हैं ।"
186 1319 " पाकिस्तानी अधिकारियों के मुताबिक , विदेश मंत्रियों के सम्मेलन का उद्घाटन पाकिस्तान के अंतरिम प्रधानमंत्री शुजात हुसैन करेंगे ।"
186 1320 " अधिकारियों ने बताया कि नटवर सिंह का २० जुलाई को सार्क के सात देशों के विदेश मंत्रियों के साथ मुशर्रफ से मिलने का कार्यक्रम है ।"
186 1321 " उम्मीद है कि जम्मू - कश्मीर व अन्य महत्वपूर्ण मुद्दों समेत भारत - पाक वार्ता प्रक्रिया पर विचार - विमर्श हेतु सिंह बाद में मुशर्रफ के साथ एक अलग बैठक कर सकते हैं ।"
186 1322 " कांग्रेस नेतृत्व वाली यूपीए सरकार और मुशर्रफ के बीच यह पहला राजनीतिक सम्पर्क होगा ।"
186 1323 " इस्लामाबाद में सिंह शुजात हुसैन के अलावा मनोनीत प्रधानमंत्री व वित्त मंत्री शौकत अजीज़ और अपने पाकिस्तानी समकक्ष खुर्शीद महमद कसूरी से भी व्यापक विचार - विमर्श करेंगे ।"
186 1324 " सिंह १९८० - ८२ के दौरान पाकिस्तान में भारत के राजदूत थे ।"
186 1325 " मनमोहन सिंह सरकार के सत्ता में आने के बाद यह उनकी पहली पाकिस्तान यात्रा होगी ।"
186 1326 " बहरहाल , सिंह सार्क देशों के विदेश मंत्रियों के साथ भी द्विपक्षीय बैठक कर सकते हैं ।"
186 1327 " अपने व्यस्त कार्यक्रम के बावजूद सिंह पाकिस्तान में भारत के उच्चायुक्त शिवशंकर मेनन द्वारा दिए जाने वाले स्वागत समारोह में भी शामिल होंगे ।"
187 1328 " अमरनाथ गुफा में प्राकृतिक रूप से बने हिमलिंग को छह महीनों तक सहेजने के लिए योजना तैयार की जा रही है ।"
187 1329 " इसके साथ ही तीर्थ - यात्रियों को बेहतर सुविधा उपलब्ध कराने की दिशा में २० करोड़ रुपये खर्च किए जाने की भी योजना है ।"
187 1330 " श्री अमरनाथ श्राईन बोर्ड के अध्यक्ष और जम्मू - कश्मीर के राज्यपाल एस. के. सिन्हा ने शुक्रवार को पत्रकारों को बताया कि रक्षा अनुसंधान एवं विकास संगठन ( डीआरडीओ ) के वैज्ञानिक गुफा के अंदर बर्फ से बने शिवलिंग को सुरक्षित रखने के तरीके खोज रहे हैं और इस पर लगभग ५० लाख रुपये खर्च होने का अनुमान है ।"
187 1331 " सिन्हा ने कहा कि हिमलिंग को संरक्षित करने की तकनीक उसे छह महीने तक दर्शन के लिए उपलब्ध कराने में सहायक होगी ।"
187 1332 " उन्होंने कहा कि वर्तमान समय में दो तीन सप्ताह के लिए ही दर्शन हो पाने के कारण कई बार तीर्थ - यात्रियों को निराश होकर लौटना पड़ता है और कम अवधि के कारण यात्रा में भीड़ अचानक बढ़ जाती है ।"
187 1333 " सिन्हा ने कहा कि तीर्थ यात्री की उपस्थिति और मौसम के कारण उत्पन्न गर्मी से भी हिमलिंग के पिघलने की वजह से सभी लोग दर्शन नहीं कर पाते ।"
187 1334 " सिन्हा ने कहा कि उनकी योजना है कि केंद्र या राज्य सरकार की मदद के बिना हिमलिंग की संरक्षा और तीर्थ - यात्रियों की सुविधा पर २० करोड़ रुपये खर्च किए जाएँ ।"
188 1335 " इराक के फलुजा स्थित संदिग्ध आतंकी ठिकाने पर शनिवार रात हुए अमेरिकी हवाई हमले में ११ लोग मारे गए ।"
188 1336 " अमेरिकी वायु - सेना ने यह हमला आतंकी अबू मुसाब - अल जरकावी के ठिकाने के संदेह में किया ।"
188 1337 " फलुजा स्थित एक प्रमुख अस्पताल के डॉक्टर ने बताया कि इस हमले में ११ लोग मारे गए और सात घायल हो गए ।"
188 1338 " मृतकों में एक महिला भी शामिल है ।"
188 1339 " सरकारी सूत्रों ने बताया कि इराक के प्रधानमंत्री इयाद अलावी ने अमेरिका के नेतृत्व वाली गठबंधन सेना को संदिग्ध आतंकियों के खिलाफ हमले की इजाज़त दी थी और इसी के बाद कार्रवाई की गई ।"
188 1340 " अमेरिकी सेना ने भी शनिवार रात हुए इस हमले की पुष्टि की है ।"
188 1341 " लेकिन हताहतों की संख्या के बारे में कुछ नहीं बताया ।"
188 1342 " अमेरिकी सेना के हवाले से कहा गया कि इस सिलसिले में इराकी रक्षा मंत्रालय की ओर से बाद में बयान जारी किया जाएगा ।"
188 1343 " अमेरिकी वायु - सेना ने अल क़ायदा से संबद्ध आतंकी जरकावी को निशाना बना कर शनिवार रात अनेक हमले किए ।"
188 1344 " गौरतलब है कि जरकावी ने इराक के न्याय मंत्री मलेक दोहान के खिलाफ आत्मघाती हमले की जिम्मेदारी ली थी ।"
188 1345 " इस हमले में दोहान तो बच गए लेकिन उनके भतीजे सहित तीन लोग मारे गए थे ।"
188 1346 " जरकावी के सिर पर ढाई करोड़ डॉलर का इनाम घोषित है ।"
189 1347 " फर्जी पासपोर्ट मामले में भोपाल की एक स्थानीय अदालत ने मोनिका बेदी के खिलाफ प्रोटेक्शन वारंट जारी किया है ।"
189 1348 " पुलिस अधीक्षक ए. के. सिंह ने शुक्रवार को बताया कि फर्जी पासपोर्ट मामले में अदालत द्वारा मोनिका बेदी को पेश किए जाने के आदेश के बाद पुलिस उपाधीक्षक के नेतृत्व में एक टीम हैदराबाद रवाना हो गई है ।"
189 1349 " उन्होंने कहा कि मुख्य न्यायिक दंडाधिकारी दिनेश कुमार दांगी ने २६ नवंबर को मोनिका को अदालत में पेश करने का आदेश दिया है ।"
189 1350 " मोनिका को ११ नवंबर को अंडरवर्ल्ड डॉन अबू सलेम के साथ पुर्तगाल से प्रत्यर्पित कर मुंबई लाया गया था ।"
189 1351 " मोनिका पर भोपाल से २००१ में फर्जी पासपोर्ट जारी करवाने का आरोप है ।"
189 1352 " पुलिस अधीक्षक ने बताया कि २००२ में सलेम और मोनिका के खिलाफ फर्जी पासपोर्ट मामले में आरोप दायर करने के बाद अदालत ने दोनों के खिलाफ गिरफ्तारी वारंट जारी किया था ।"
189 1353 " स्थानीय अदालत ने १४ नवंबर को इस मामले में फिर से वारंट जारी किया ।"
190 1354 " लिब्रहान आयोग के समक्ष शुक्रवार को भाजपा ने कहा कि वह अयोध्या में विवादित ढाँचे को गिराए जाने के विरोध में थी ।"
190 1355 " साथ ही भाजपा ने कहा कि ढाँचे को गिराने के षड़यंत्र में न तो पार्टी और न ही इसके नेताओं की कोई भूमिका रही है ।"
190 1356 " आयोग के समक्ष पेश उत्तर प्रदेश के पूर्व मुख्यमंत्री कल्याण सिंह ने कहा कि ६ दिसंबर , १९९२ को अयोध्या में विवादित ढाँचे के विध्वंस में उनकी कोई भूमिका नहीं थी ।"
190 1357 " उन्होंने कहा कि विध्वंस के समय पत्रकारों की पिटाई की गई थी और उन्हें घटना की तस्वीरें लेने से रोका गया , लेकिन भीड़ में लोगों की पहचान न हो सकने की वजह से किसी की गिरफ्तारी नहीं की गई ।"
190 1358 " भाजपा के वकील सत्यपाल जैन ने शुक्रवार को आयोग के समक्ष कहा कि भाजपा अयोध्या में विवादित ढाँचे को गिराए जाने के विरोध में थी ।"
190 1359 " उन्होंने कहा कि इस बारे में कोई निष्कर्ष नहीं निकाला जा सकता कि भाजपा और इसके नेता विवादित ढाँचे को गिराने के षडयंत्र में शामिल थे ।"
190 1360 " उन्होंने कहा कि ढ़ाँचे को गिराया जाना दुर्भाग्यपूर्ण था और पार्टी ढाँचे को किसी तरह का नुक़सान नहीं पहुँचाना चाहती थी ।"
190 1361 " ढाँचे को जबरन गिराया जाना पार्टी की योजना में कभी भी शामिल नहीं था ।"
190 1362 " १९८९ के चुनावों में भाजपा ने कहा था कि वह विवादित ढाँचे को सम्मानपूर्वक किसी दूसरे नज़दीकी स्थान में स्थानांतरित करने के पक्ष में है ।"
190 1363 " ताकि उसी स्थान पर मंदिर निर्माण का रास्ता निकल सके ।"
190 1364 " जैन ने कहा कि भाजपा नेता बार - बार विवादित ढाँचे पर चढ़ने वाले लोगों से उतरने की अपील करते रहे , लेकिन लोगों ने इसकी अनदेखी कर दी ।"
190 1365 " आडवाणी इन लोगों को रोकने के लिए व्यक्तिगत रूप से वहाँ जाना चाहते थे , लेकिन सुरक्षा कारणों की वजह से उन्हें रोका गया ।"
190 1366 " इसके बाद आडवाणी ने उमा भारती और प्रमोद महाजन से वहाँ जाकर लोगों को रोकने का अनुरोध किया ।"
190 1367 " दूसरी ओर कल्याण सिंह के वकील बी. बी. सक्सेना ने मामले की जाँच कर रहे जस्टिस एम. एस. लिब्रहान को बताया कि मीडियाकर्मियों ने सबूत पेश किए हैं कि उस दिन पत्रकारों की पिटाई की गई ।"
190 1368 " सक्सेना ने कहा कि सीबीआई ने भी इस बारे में कोई साक्ष्य इकट्ठा नहीं किए हैं ।"
190 1369 " उन्होंने कहा कि इतना स्पष्ट है कि जिन लोगों ने पत्रकारों को पीटा और उन्हें तस्वीरें लेने से रोका वे कल्याण सिंह सरकार के खिलाफ थे और चाहते थे कि यह घटना तस्वीरों के साथ अखबारों में प्रकाशित न हो ।"
190 1370 " उन्होंने कहा कि उस समय सत्ता में कल्याण सिंह सरकार ने न तो घटना की तस्वीरें लेने के लिए मीडिया को बुलाया था और न ही सरकार की ओर से कोई प्रेस विज्ञप्ति ही जारी की गई ।"
190 1371 " हालांकि घटना के समय विवादित ढाँचे के पास १०० से अधिक पुलिसकर्मी तैनात थे , लेकिन भारी भीड़ की वजह से मीडियाकर्मियों पर हुई ज्यादतियों के लिए किसी को भी गिरफ्तार नहीं किया गया ।"
190 1372 " इसलिए यह पहचान करना मुश्किल था कि किसने पत्रकारों की पिटाई की ।"
191 1373 " राष्ट्रीय महिला आयोग ने भारतीय वायु सेना की बर्खास्त फ्लाइंग ऑफिसर अंजलि गुप्ता की शिकायत को गंभीरता से लिया है ।"
191 1374 " आयोग ने वायु सेना से पूछा है कि क्या सैन्य अदालत ने कार्य - स्थल पर यौन उत्पीड़न की जाँच के दौरान सुप्रीम कोर्ट द्वारा विशाखा मामले में दिए दिशा निर्देशों का पालन किया था ।"
191 1375 " आयोग ने यह भी पूछा है कि क्या सेना ने इस तरह की शिकायतों के लिए किसी प्रकोष्ठ का गठन किया है ।"
191 1376 " आयोग ने वायु सेना से १५ फरवरी २००६ तक अंजलि मामले में की जाँच की रिपोर्ट भी मांगी है ।"
191 1377 " गुप्ता ने १६ जनवरी को आयोग से अपनी बर्खास्तगी के मामले में फिर से जाँच की गुहार लगाई थी ।"
191 1378 " उसकी माँग थी कि उसके द्वारा अपने वरिष्ठ अधिकारियों पर लगाए गए यौन उत्पीड़न के आरोप की जाँच सुप्रीम कोर्ट द्वारा तय दिशा निर्देशों के तहत की जाए ।"
191 1379 " अंजलि ने अपने वरिष्ठ अधिकारियों पर यौन उत्पीड़न का आरोप लगाया था ।"
191 1380 " जबकि सैन्य अदालत ने अंजलि को भ्रष्टाचार और वरिष्ठ अधिकारियों का आदेश नहीं मानने के आरोप में दोषी पाया था और जनरल कोर्टमार्शल के बाद उसे सेवा से बर्खास्त कर दिया गया था ।"
191 1381 " आयोग में की अपनी शिकायत में गुप्ता ने कहा था कि जब वह बेंगलोर में नियुक्त थी तब कुछ वरिष्ठ अधिकारियों ने उसका यौन उत्पीड़न किया , लेकिन उन पर तो कोई कार्रवाई नहीं हुई अलबत्ता उसे जरूर बर्खास्त कर दिया गया ।"
191 1382 " उसने यह भी आरोप लगाया कि सैन्य अदालत ने कार्य - स्थल पर यौन उत्पीड़न की जाँच के दौरान सुप्रीम कोर्ट द्वारा विशाखा मामले में दिए दिशा - निर्देशों का पालन नहीं किया ।"
